date,sku,zip_code,partner_id,allocated_volume,tier,cost_per_package,on_time_percent,score
2025-05-02,SKU_002,98696,Partner_03,44,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_003,13278,Partner_03,43,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_003,23434,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_003,24592,Partner_03,39,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_003,28289,Partner_03,43,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_003,39256,Partner_03,38,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_003,42098,Partner_03,40,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_003,46048,Partner_03,40,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_003,81482,Partner_03,42,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_003,93810,Partner_03,40,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_003,98696,Partner_03,43,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_004,13278,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_004,23434,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_004,24592,Partner_03,43,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_004,28289,Partner_03,40,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_004,39256,Partner_03,38,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_004,42098,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_004,46048,Partner_03,42,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_004,81482,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_004,93810,Partner_03,39,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_004,98696,Partner_03,47,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_005,13278,Partner_03,37,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_005,23434,Partner_03,40,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_005,24592,Partner_03,40,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_005,28289,Partner_03,38,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_005,39256,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_005,42098,Partner_03,46,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_005,46048,Partner_03,42,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_005,81482,Partner_03,38,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_005,93810,Partner_03,40,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_005,98696,Partner_03,32,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_006,13278,Partner_03,42,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_006,23434,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_006,24592,Partner_03,40,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_006,28289,Partner_03,34,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_006,39256,Partner_03,39,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_006,42098,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_006,46048,Partner_03,38,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_006,81482,Partner_03,42,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_006,93810,Partner_03,44,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_006,98696,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_007,13278,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_007,23434,Partner_03,37,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_007,24592,Partner_03,39,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_007,28289,Partner_03,41,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_007,39256,Partner_03,39,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_007,42098,Partner_03,44,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_007,46048,Partner_03,43,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_007,81482,Partner_03,33,Tier 1,0.65,98.65,0.033
2025-05-02,SKU_007,81482,Partner_08,9,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_007,93810,Partner_08,43,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_007,98696,Partner_08,34,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_008,13278,Partner_08,42,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_008,23434,Partner_08,39,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_008,24592,Partner_08,41,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_008,28289,Partner_08,36,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_008,39256,Partner_08,43,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_008,42098,Partner_08,42,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_008,46048,Partner_08,38,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_008,81482,Partner_08,38,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_008,93810,Partner_08,42,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_008,98696,Partner_08,39,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_009,13278,Partner_08,37,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_009,23434,Partner_08,38,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_009,24592,Partner_08,44,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_009,28289,Partner_08,40,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_009,39256,Partner_08,38,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_009,42098,Partner_08,41,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_009,46048,Partner_08,41,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_009,81482,Partner_08,38,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_009,93810,Partner_08,35,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_009,98696,Partner_08,41,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_010,13278,Partner_08,39,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_010,23434,Partner_08,39,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_010,24592,Partner_08,38,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_010,28289,Partner_08,41,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_010,39256,Partner_08,42,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_010,42098,Partner_08,39,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_010,46048,Partner_08,38,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_010,81482,Partner_08,40,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_010,93810,Partner_08,39,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_010,98696,Partner_08,30,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_011,13278,Partner_08,41,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_011,23434,Partner_08,41,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_011,24592,Partner_08,36,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_011,28289,Partner_08,42,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_011,39256,Partner_08,39,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_011,42098,Partner_08,39,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_011,46048,Partner_08,39,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_011,81482,Partner_08,20,Tier 1,0.78,98.95,0.0439
2025-05-02,SKU_011,81482,Partner_11,17,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_011,93810,Partner_11,39,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_011,98696,Partner_11,40,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_012,13278,Partner_11,40,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_012,23434,Partner_11,40,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_012,24592,Partner_11,40,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_012,28289,Partner_11,37,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_012,39256,Partner_11,37,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_012,42098,Partner_11,38,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_012,46048,Partner_11,42,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_012,81482,Partner_11,40,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_012,93810,Partner_11,39,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_012,98696,Partner_11,39,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_013,13278,Partner_11,41,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_013,23434,Partner_11,41,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_013,24592,Partner_11,42,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_013,28289,Partner_11,41,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_013,39256,Partner_11,40,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_013,42098,Partner_11,40,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_013,46048,Partner_11,36,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_013,81482,Partner_11,16,Tier 2,0.94,97.43,0.1885
2025-05-02,SKU_013,81482,Partner_02,20,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_013,93810,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_013,98696,Partner_02,35,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_014,13278,Partner_02,43,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_014,23434,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_014,24592,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_014,28289,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_014,39256,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_014,42098,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_014,46048,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_014,81482,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_014,93810,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_014,98696,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_015,13278,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_015,23434,Partner_02,45,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_015,24592,Partner_02,44,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_015,28289,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_015,39256,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_015,42098,Partner_02,43,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_015,46048,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_015,81482,Partner_02,38,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_015,93810,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_015,98696,Partner_02,38,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_016,13278,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_016,23434,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_016,24592,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_016,28289,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_016,39256,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_016,42098,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_016,46048,Partner_02,39,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_016,81482,Partner_02,39,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_016,93810,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_016,98696,Partner_02,39,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_017,13278,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_017,23434,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_017,24592,Partner_02,44,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_017,28289,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_017,39256,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_017,42098,Partner_02,44,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_017,46048,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_017,81482,Partner_02,44,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_017,93810,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_017,98696,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_018,13278,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_018,23434,Partner_02,44,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_018,24592,Partner_02,44,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_018,28289,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_018,39256,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_018,42098,Partner_02,39,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_018,46048,Partner_02,45,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_018,81482,Partner_02,43,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_018,93810,Partner_02,43,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_018,98696,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_019,13278,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_019,23434,Partner_02,40,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_019,24592,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_019,28289,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_019,39256,Partner_02,43,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_019,42098,Partner_02,43,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_019,46048,Partner_02,43,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_019,81482,Partner_02,43,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_019,93810,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_019,98696,Partner_02,42,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_020,13278,Partner_02,41,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_020,23434,Partner_02,39,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_020,24592,Partner_02,37,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_020,28289,Partner_02,21,Tier 1,1.07,96.75,0.2674
2025-05-02,SKU_020,28289,Partner_15,16,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_020,39256,Partner_15,39,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_020,42098,Partner_15,38,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_020,46048,Partner_15,43,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_020,81482,Partner_15,38,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_020,93810,Partner_15,47,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_020,98696,Partner_15,37,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_021,13278,Partner_15,42,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_021,23434,Partner_15,38,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_021,24592,Partner_15,38,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_021,28289,Partner_15,39,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_021,39256,Partner_15,42,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_021,42098,Partner_15,39,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_021,46048,Partner_15,42,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_021,81482,Partner_15,43,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_021,93810,Partner_15,42,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_021,98696,Partner_15,37,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_022,13278,Partner_15,46,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_022,23434,Partner_15,37,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_022,24592,Partner_15,37,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_022,28289,Partner_15,39,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_022,39256,Partner_15,39,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_022,42098,Partner_15,37,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_022,46048,Partner_15,38,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_022,81482,Partner_15,40,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_022,93810,Partner_15,39,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_022,98696,Partner_15,34,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_023,13278,Partner_15,40,Tier 3,1.83,97.08,0.4299
2025-05-02,SKU_023,13278,Partner_06,4,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_023,23434,Partner_06,43,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_023,24592,Partner_06,41,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_023,28289,Partner_06,35,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_023,39256,Partner_06,41,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_023,42098,Partner_06,44,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_023,46048,Partner_06,39,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_023,81482,Partner_06,40,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_023,93810,Partner_06,41,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_023,98696,Partner_06,40,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_024,13278,Partner_06,40,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_024,23434,Partner_06,43,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_024,24592,Partner_06,39,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_024,28289,Partner_06,39,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_024,39256,Partner_06,42,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_024,42098,Partner_06,40,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_024,46048,Partner_06,40,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_024,81482,Partner_06,31,Tier 2,0.6,92.45,0.4514
2025-05-02,SKU_024,81482,Partner_09,10,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_024,93810,Partner_09,47,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_024,98696,Partner_09,38,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_025,13278,Partner_09,38,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_025,23434,Partner_09,39,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_025,24592,Partner_09,38,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_025,28289,Partner_09,38,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_025,39256,Partner_09,38,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_025,42098,Partner_09,40,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_025,46048,Partner_09,43,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_025,81482,Partner_09,41,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_025,93810,Partner_09,44,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_025,98696,Partner_09,37,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_026,13278,Partner_09,40,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_026,23434,Partner_09,37,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_026,24592,Partner_09,36,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_026,28289,Partner_09,42,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_026,39256,Partner_09,40,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_026,42098,Partner_09,40,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_026,46048,Partner_09,45,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_026,81482,Partner_09,40,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_026,93810,Partner_09,43,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_026,98696,Partner_09,39,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_027,13278,Partner_09,35,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_027,23434,Partner_09,37,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_027,24592,Partner_09,41,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_027,28289,Partner_09,39,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_027,39256,Partner_09,38,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_027,42098,Partner_09,40,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_027,46048,Partner_09,39,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_027,81482,Partner_09,44,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_027,93810,Partner_09,44,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_027,98696,Partner_09,43,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_028,13278,Partner_09,38,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_028,23434,Partner_09,42,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_028,24592,Partner_09,43,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_028,28289,Partner_09,38,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_028,39256,Partner_09,41,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_028,42098,Partner_09,41,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_028,46048,Partner_09,44,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_028,81482,Partner_09,43,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_028,93810,Partner_09,41,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_028,98696,Partner_09,36,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_029,13278,Partner_09,43,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_029,23434,Partner_09,42,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_029,24592,Partner_09,39,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_029,28289,Partner_09,43,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_029,39256,Partner_09,44,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_029,42098,Partner_09,43,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_029,46048,Partner_09,42,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_029,81482,Partner_09,43,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_029,93810,Partner_09,40,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_029,98696,Partner_09,43,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,13278,Partner_09,40,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,23434,Partner_09,42,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,24592,Partner_09,39,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,28289,Partner_09,39,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,39256,Partner_09,38,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,42098,Partner_09,38,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,46048,Partner_09,40,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,81482,Partner_09,41,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,93810,Partner_09,40,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,98696,Partner_09,7,Tier 3,1.69,96.24,0.454
2025-05-02,SKU_030,98696,Partner_10,34,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_031,13278,Partner_10,41,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_031,23434,Partner_10,39,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_031,24592,Partner_10,37,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_031,28289,Partner_10,41,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_031,39256,Partner_10,37,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_031,42098,Partner_10,41,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_031,46048,Partner_10,45,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_031,81482,Partner_10,44,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_031,93810,Partner_10,40,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_031,98696,Partner_10,38,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_032,13278,Partner_10,40,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_032,23434,Partner_10,40,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_032,24592,Partner_10,41,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_032,28289,Partner_10,38,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_032,39256,Partner_10,38,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_032,42098,Partner_10,38,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_032,46048,Partner_10,40,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_032,81482,Partner_10,40,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_032,93810,Partner_10,39,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_032,98696,Partner_10,34,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_033,13278,Partner_10,37,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_033,23434,Partner_10,44,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_033,24592,Partner_10,37,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_033,28289,Partner_10,39,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_033,39256,Partner_10,39,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_033,42098,Partner_10,40,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_033,46048,Partner_10,43,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_033,81482,Partner_10,38,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_033,93810,Partner_10,38,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_033,98696,Partner_10,39,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_034,13278,Partner_10,41,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_034,23434,Partner_10,46,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_034,24592,Partner_10,45,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_034,28289,Partner_10,37,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_034,39256,Partner_10,41,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_034,42098,Partner_10,43,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_034,46048,Partner_10,41,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_034,81482,Partner_10,48,Tier 3,1.78,96.46,0.4607
2025-05-02,SKU_034,93810,Partner_10,43,Tier 3,1.78,96.46,0.4607
